Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-04-29,MSFT,1.0,49.209999,47.700001,49.16,1.1752910822562734,0.5571428571428572,0.7371428571428571
2015-04-30,MSFT,0.0,49.310001,48.5,49.060001,1.1387620740306459,0.54,0.44571428571428573
2015-05-01,MSFT,-1.0,49.540001,48.599998,48.639999,1.1188861666275811,0.29428571428571426,0.29714285714285715
2015-05-04,MSFT,0.0,48.880001,48.400002,48.66,1.054997449964823,0.5685714285714286,0.37714285714285717
2015-05-05,MSFT,-1.0,48.869999,48.18,48.240002,1.0184976049683407,0.3942857142857143,0.24285714285714285
2015-05-06,MSFT,-1.0,48.16,47.310001,47.599998,1.0096479444715063,0.38857142857142857,0.32285714285714284
2015-05-07,MSFT,-1.0,47.77,46.02,46.279999,1.0836831500243558,0.07142857142857142,0.31142857142857144
2015-05-08,MSFT,1.0,47.09,46.16,46.700001,1.068314835021921,0.6314285714285715,0.6742857142857143
2015-05-11,MSFT,0.0,47.98,47.52,47.75,1.0894832515197286,0.54,0.49142857142857144
2015-05-12,MSFT,-1.0,47.91,47.369999,47.369999,1.0345350263677555,0.47714285714285715,0.3742857142857143
2015-05-13,MSFT,1.0,47.68,46.419998,47.349998,1.05708172373098,0.5285714285714286,0.6714285714285714
2015-05-14,MSFT,-1.0,48.32,47.57,47.630001,1.048373751357882,0.4085714285714286,0.2885714285714286
2015-05-15,MSFT,1.0,48.82,48.029999,48.720001,1.0625362762220938,0.7142857142857143,0.6828571428571428
2015-05-18,MSFT,-1.0,48.91,48.049999,48.299999,1.042282748599884,0.3628571428571429,0.2885714285714286
2015-05-19,MSFT,1.0,48.220001,47.610001,48.009998,1.007054273739896,0.6085714285714285,0.5171428571428571
2015-05-20,MSFT,0.0,47.500001,46.87,47.270002,0.9893486463659068,0.5285714285714286,0.4657142857142857
2015-05-21,MSFT,1.0,47.93,47.27,47.580002,0.9564137817293158,0.5057142857142857,0.5285714285714286
2015-05-22,MSFT,1.0,47.599998,47.009998,47.419998,0.9197724035563839,0.6114285714285714,0.6114285714285714
2015-05-25,MSFT,-1.0,47.349998,46.82,46.900002,0.8877949632007454,0.3485714285714286,0.2257142857142857
2015-05-27,MSFT,-1.0,46.880001,46.189999,46.59,0.8700157668806708,0.40285714285714286,0.45714285714285713
2015-05-28,MSFT,1.0,47.77,46.619999,47.610001,0.9010141901926036,0.8257142857142857,0.8857142857142857
2015-05-29,MSFT,-1.0,48.02,47.389999,47.450001,0.8739128711733433,0.44285714285714284,0.26285714285714284
2015-06-01,MSFT,-1.0,47.57,46.59,46.860001,0.8845215840560087,0.20857142857142857,0.28
2015-06-02,MSFT,2.0,47.77,46.619999,47.23,0.911069525650408,0.48857142857142855,0.6942857142857143
2015-06-03,MSFT,0.0,47.349998,46.619999,46.919998,0.8929624730853671,0.5542857142857143,0.4542857142857143
2015-06-04,MSFT,-1.0,47.740002,46.82,46.849998,0.8956664257768301,0.31142857142857144,0.2542857142857143
2015-06-05,MSFT,-1.0,47.16,46.200001,46.360001,0.9020996831991468,0.2914285714285714,0.23714285714285716
2015-06-08,MSFT,-1.0,46.52,45.84,46.139999,0.8798897148792321,0.37714285714285717,0.3057142857142857
2015-06-09,MSFT,-1.0,46.43,45.669998,45.73,0.8679009433913087,0.2714285714285714,0.19714285714285715
2015-06-10,MSFT,-1.0,45.939999,45.459999,45.650002,0.8291108490521776,0.47714285714285715,0.2742857142857143
2015-06-11,MSFT,1.0,46.830002,45.689999,46.610001,0.8641997641469598,0.7771428571428571,0.8885714285714286
2015-06-12,MSFT,-1.0,46.919998,46.130001,46.439999,0.8567794877322636,0.3485714285714286,0.28285714285714286
2015-06-15,MSFT,-1.0,46.470001,45.900002,45.970001,0.8281014389590375,0.2885714285714286,0.22857142857142856
2015-06-16,MSFT,1.0,45.650002,45.02,45.48,0.8402913950631337,0.5571428571428572,0.5257142857142857
2015-06-17,MSFT,2.0,46.240002,45.299999,45.830002,0.8502625555568202,0.4342857142857143,0.6771428571428572
2015-06-18,MSFT,1.0,46.07,45.360001,45.970001,0.8362362000011384,0.72,0.8085714285714286
