Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-05-05,T,1.0,34.709999,34.25,34.529999,0.48577889853534106,0.7857142857142857,0.9371428571428572
2015-05-06,T,-1.0,34.580002,33.66,33.720001,0.5062009086818062,0.2914285714285714,0.3742857142857143
2015-05-07,T,-1.0,33.790001000000004,33.080002,33.380001,0.4905811178136257,0.4942857142857143,0.34
2015-05-08,T,-1.0,33.560001,33.110001000000004,33.369999,0.5005230060322635,0.29428571428571426,0.4942857142857143
2015-05-11,T,0.0,33.830002,33.59,33.689999,0.49647060542903754,0.5942857142857143,0.4857142857142857
2015-05-12,T,-1.0,33.700001,33.380001,33.490002000000004,0.5388237448861342,0.017142857142857144,0.16857142857142857
2015-05-13,T,-1.0,33.939999,33.029999,33.66,0.5559412703975211,0.22,0.44571428571428573
2015-05-14,T,1.0,34.139999,33.57,33.900002,0.5453471433577686,0.56,0.5571428571428572
2015-05-15,T,0.0,34.200001,34.0,34.130001,0.5368127290219917,0.5685714285714286,0.40285714285714286
2015-05-18,T,-1.0,34.389999,34.009998,34.330002,0.5151314561197926,0.4,0.2714285714285714
2015-05-19,T,2.0,35.02,34.259998,34.869999,0.5546183105078137,0.4342857142857143,0.8114285714285714
2015-05-20,T,2.0,34.849998,34.169998,34.369999,0.5561563794570327,0.44857142857142857,0.7085714285714285
2015-05-21,T,0.0,34.709999,34.290001000000004,34.619999,0.5305406415113294,0.6685714285714286,0.36
2015-05-22,T,1.0,35.220001,34.52,35.07,0.5154866773601965,0.86,0.8485714285714285
2015-05-25,T,1.0,35.029999,34.619999,34.709999,0.5399382096241768,0.6742857142857143,0.9428571428571428
2015-05-26,T,-1.0,,,,0.5559444886617592,0.15428571428571428,0.31142857142857144
2015-05-27,T,1.0,34.759998,34.259998,34.669998,0.5423498397955833,0.7028571428571428,0.5942857142857143
2015-05-28,T,1.0,35.099998,34.599998,34.950001,0.558114955816025,0.6514285714285715,0.92
2015-05-29,T,-1.0,34.970001,34.639999,34.799999,0.5473035602344225,0.26,0.25142857142857145
2015-06-02,T,1.0,34.599998,34.240002000000004,34.349998,0.5425732042109803,0.76,0.7771428571428571
2015-06-03,T,1.0,34.529999,34.279999,34.360001000000004,0.5383158837898823,0.7628571428571429,0.7571428571428571
2015-06-04,T,-1.0,35.169998,34.360001000000004,35.029999,0.517484495410894,0.43142857142857144,0.3
2015-06-05,T,-1.0,35.48,34.779999,35.27,0.4937359458698043,0.2857142857142857,0.09428571428571429
2015-06-08,T,-1.0,35.169998,34.5,34.57,0.48036195128282344,0.2257142857142857,0.3
2015-06-09,T,-1.0,34.720001,34.490002000000004,34.59,0.4573257561545411,0.4514285714285714,0.20285714285714285
2015-06-10,T,1.0,34.790001000000004,34.5,34.509998,0.4925928805390865,0.8028571428571428,0.9542857142857143
