Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-05-01,AMZN,-1.0,431.75,419.23999,421.779999,12.298051198004737,0.26285714285714284,0.26571428571428574
2015-05-04,AMZN,-1.0,425.64001500000006,416.0,422.869995,11.889245178204265,0.4514285714285714,0.3028571428571429
2015-05-05,AMZN,-1.0,429.769989,422.420013,423.040009,11.95132166038384,0.20285714285714285,0.31142857142857144
2015-05-06,AMZN,2.0,427.51001,421.019989,421.190002,11.720190994345462,0.4742857142857143,0.7171428571428572
2015-05-07,AMZN,-1.0,422.720001,414.549988,419.100006,11.283169494910918,0.4257142857142857,0.3057142857142857
2015-05-08,AMZN,-1.0,428.5,422.850006,426.880005,10.803854645419829,0.44857142857142857,0.33714285714285713
2015-05-11,AMZN,1.0,435.200012,430.170013,433.690002,10.54047048087785,0.5914285714285714,0.5371428571428571
2015-05-12,AMZN,0.0,439.0,431.369995,432.850006,10.426422832790063,0.5714285714285714,0.4685714285714286
2015-05-13,AMZN,0.0,433.25,426.709991,431.019989,10.21578124951106,0.5714285714285714,0.48
2015-05-14,AMZN,-1.0,433.529999,425.799988,426.869995,9.957203624559952,0.44,0.48
2015-05-15,AMZN,1.0,433.0,427.01001,432.279999,9.615484162103957,0.5685714285714286,0.5514285714285714
2015-05-18,AMZN,-1.0,430.39999400000005,424.299988,426.0,9.426936845893561,0.39714285714285713,0.18857142857142858
2015-05-19,AMZN,1.0,427.269989,421.459991,425.23999,9.097243661304203,0.68,0.5028571428571429
2015-05-20,AMZN,-1.0,428.23999,420.630005,421.709991,8.985520395173783,0.38857142857142857,0.38571428571428573
2015-05-21,AMZN,1.0,427.100006,418.359985,423.859985,8.667968155656405,0.6942857142857143,0.5314285714285715
2015-05-22,AMZN,-1.0,436.89999400000005,428.0,431.630005,8.562169840090764,0.3914285714285714,0.11142857142857143
2015-05-25,AMZN,1.0,432.440002,427.609985,427.630005,8.57995495608169,0.68,0.6085714285714285
2015-05-26,AMZN,2.0,,,,9.025960360473526,0.46285714285714286,0.5085714285714286
2015-05-27,AMZN,0.0,427.0,422.0,425.470001,8.606366024426174,0.5542857142857143,0.2857142857142857
2015-05-29,AMZN,0.0,431.350006,425.470001,426.570007,8.308729921983556,0.5971428571428572,0.44285714285714284
2015-06-01,AMZN,1.0,432.5,427.23001100000016,429.23001100000016,8.161856529785199,0.8571428571428571,0.8028571428571428
2015-06-02,AMZN,0.0,433.160004,426.200012,430.920013,7.940672076806675,0.5171428571428571,0.18571428571428572
2015-06-03,AMZN,1.0,433.23001100000016,426.25,430.98999,7.739604169126009,0.6971428571428572,0.5285714285714286
2015-06-04,AMZN,1.0,438.39001500000006,432.75,436.589996,7.661642952213408,0.6314285714285715,0.6142857142857143
2015-06-05,AMZN,0.0,436.76001,429.26001,430.779999,7.5934797569920836,0.7371428571428571,0.48857142857142855
2015-06-08,AMZN,0.0,430.799988,426.5,426.950012,7.574134281292883,0.6285714285714286,0.49714285714285716
2015-06-09,AMZN,-1.0,426.799988,421.429993,423.5,7.566720853163595,0.36857142857142855,0.21142857142857144
2015-06-10,AMZN,0.0,427.48999,419.140015,425.48001100000016,7.240047567847233,0.5114285714285715,0.3457142857142857
2015-06-11,AMZN,1.0,432.200012,425.660004,430.769989,7.068044711062508,0.6685714285714286,0.5685714285714286
2015-06-12,AMZN,1.0,438.89001500000006,431.470001,432.970001,7.1962377399562545,0.6942857142857143,0.6542857142857142
2015-06-15,AMZN,1.0,432.359985,428.26001,429.920013,7.148614065960615,0.7857142857142857,0.5942857142857143
2015-06-16,AMZN,-1.0,428.049988,422.64001500000006,423.670013,7.245755259364559,0.3342857142857143,0.36857142857142855
2015-06-17,AMZN,0.0,427.970001,422.670013,427.26001,6.992178833428103,0.7285714285714285,0.44
2015-06-18,AMZN,-1.0,431.350006,424.75,427.80999800000006,7.020960750085285,0.46285714285714286,0.4085714285714286
2015-06-19,AMZN,1.0,439.73001100000016,429.410004,439.39001500000006,6.84886347507676,0.7828571428571428,0.5971428571428572
2015-06-22,AMZN,1.0,444.98999,433.23999,434.920013,6.823977727569084,0.6657142857142857,0.5457142857142857
2015-06-23,AMZN,1.0,439.23999,434.179993,436.290009,7.333581254812185,0.8657142857142858,0.9514285714285714
2015-06-24,AMZN,-1.0,447.040009,433.690002,445.98999,7.775223129330966,0.12,0.2571428571428571
2015-06-25,AMZN,0.0,446.470001,440.23001100000016,440.839996,7.503700516397865,0.6057142857142858,0.46
2015-06-26,AMZN,1.0,443.470001,436.39001500000006,440.100006,8.08833116475808,0.8885714285714286,0.9342857142857143
2015-06-29,AMZN,-1.0,443.48999,435.05999800000006,438.100006,7.903497048282257,0.3657142857142857,0.20285714285714285
2015-06-30,AMZN,0.0,437.0,429.0,429.859985,7.821145943454027,0.5914285714285714,0.4942857142857143
2015-07-01,AMZN,-1.0,435.570007,430.459991,434.089996,7.882030549108616,0.4857142857142857,0.40285714285714286
2015-07-02,AMZN,-1.0,440.0,435.579987,437.39001500000006,8.003828094197754,0.24,0.26
2015-07-03,AMZN,0.0,438.200012,433.48001100000016,437.709991,7.774447484777977,0.74,0.39714285714285713
2015-07-06,AMZN,0.0,,,,7.5880031363001805,0.6571428571428571,0.4657142857142857
2015-07-07,AMZN,0.0,439.73001100000016,433.519989,436.040009,7.301202922670148,0.6942857142857143,0.5
2015-07-09,AMZN,0.0,435.98999,428.829987,429.700012,7.192084830403148,0.6314285714285715,0.36
2015-07-10,AMZN,1.0,438.720001,434.14999400000005,434.39001500000006,7.688876747362852,0.8114285714285714,0.8857142857142857
2015-07-13,AMZN,-1.0,444.720001,439.0,443.51001,7.708990472626567,0.4114285714285714,0.2342857142857143
2015-07-14,AMZN,0.0,457.869995,447.540009,455.570007,7.840090325363912,0.5885714285714285,0.43714285714285717
2015-07-15,AMZN,0.0,469.600006,458.160004,465.570007,8.089079892827517,0.6028571428571429,0.4685714285714286
2015-07-16,AMZN,1.0,464.700012,460.200012,461.190002,8.716170403544764,0.64,0.7485714285714286
2015-07-17,AMZN,2.0,475.880005,464.799988,475.48001100000016,9.24755326319029,0.45714285714285713,0.6457142857142857
2015-07-20,AMZN,0.0,485.420013,477.25,483.01001,8.859797436871258,0.5285714285714286,0.4228571428571429
2015-07-21,AMZN,1.0,493.200012,485.39999400000005,488.100006,9.442817993184132,0.8628571428571429,0.9371428571428572
2015-07-22,AMZN,1.0,488.880005,482.549988,488.0,9.492536393865702,0.6742857142857143,0.6485714285714286
2015-07-23,AMZN,-1.0,492.5,484.89999400000005,488.269989,9.562282954479132,0.4657142857142857,0.3742857142857143
2015-07-24,AMZN,1.0,491.660004,475.700012,482.179993,9.239056359031219,0.5257142857142857,0.5542857142857143
2015-07-27,AMZN,-1.0,580.570007,529.349976,529.419983,9.075151323128093,0.4657142857142857,0.4514285714285714
2015-07-28,AMZN,-1.0,544.950012,526.599976,531.409973,9.763635390815285,0.2885714285714286,0.4857142857142857
2015-07-29,AMZN,-1.0,536.3900150000002,523.119995,526.030029,18.626273251733757,0.28,0.3171428571428571
2015-07-30,AMZN,-1.0,532.969971,525.02002,529.0,18.598649526560386,0.36857142857142855,0.44857142857142857
2015-07-31,AMZN,-1.0,539.200012,524.289978,536.76001,18.065786573904365,0.2857142857142857,0.30857142857142855
2015-08-03,AMZN,-1.0,542.840027,534.52002,536.150024,17.054203016513924,0.4657142857142857,0.3742857142857143
2015-08-04,AMZN,1.0,540.4400019999998,529.3599849999998,535.030029,16.83978611486253,0.8228571428571428,0.8371428571428572
2015-08-05,AMZN,-1.0,536.950012,529.159973,531.900024,15.98780820337627,0.4,0.26857142857142857
