Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-04-29,HOG,-1.0,57.91,56.650002,56.93,1.3511010251468962,0.17142857142857143,0.2571428571428571
2015-04-30,HOG,0.0,57.080002,56.529999,56.849998,1.2709912226322069,0.66,0.44
2015-05-01,HOG,0.0,56.880001,56.169998,56.209999,1.2148924003689863,0.5257142857142857,0.29714285714285715
2015-05-04,HOG,0.0,56.779999,56.360001,56.59,1.150403160332087,0.6428571428571429,0.4657142857142857
2015-05-05,HOG,0.0,57.060001,56.540001,56.700001,1.0873628442988785,0.5457142857142857,0.2885714285714286
2015-05-06,HOG,1.0,57.580002,56.66,57.16,1.0706267598689911,0.5971428571428572,0.5542857142857143
2015-05-07,HOG,-1.0,57.27,56.310001,56.529999,1.0595639838820925,0.24,0.31142857142857144
2015-05-08,HOG,1.0,57.0,56.299999,56.860001,1.0236076854938834,0.7114285714285714,0.64
2015-05-11,HOG,-1.0,57.889999,57.169998,57.23,1.0242467169444958,0.4257142857142857,0.2857142857142857
2015-05-12,HOG,-1.0,57.599998,56.849998,56.880001,0.9968220452500463,0.32857142857142857,0.18285714285714286
2015-05-13,HOG,-1.0,56.84,56.110001,56.18,0.9741398407250419,0.43714285714285717,0.16285714285714287
2015-05-14,HOG,-1.0,56.48,55.709999,55.799999,0.9537259566525371,0.39714285714285713,0.18
2015-05-15,HOG,2.0,55.509998,53.040001,54.610001,1.1343531609872837,0.2571428571428571,0.8542857142857143
2015-05-18,HOG,1.0,55.720001,54.610001,55.689999,1.1319178448885558,0.8371428571428572,0.8085714285714286
2015-05-19,HOG,1.0,56.189999,55.619999,56.16,1.0757260603997003,0.8514285714285714,0.8142857142857143
2015-05-20,HOG,-1.0,56.330002,55.73,55.98,1.0281536543597307,0.4514285714285714,0.3914285714285714
2015-05-21,HOG,1.0,56.669998,55.889999,56.529999,1.0033381889237574,0.8114285714285714,0.7485714285714286
2015-05-22,HOG,1.0,57.099998,56.389999,57.0,0.9740042700313813,0.7885714285714286,0.7057142857142857
2015-05-25,HOG,-1.0,57.25,56.900002,56.950001,0.9116036430282431,0.46,0.31142857142857144
2015-05-27,HOG,-1.0,56.410001,54.250001,54.629999,1.0594432787254189,0.15714285714285714,0.34
2015-05-28,HOG,0.0,55.259998,54.700001,54.970001,1.0094986508528774,0.5485714285714286,0.43714285714285717
2015-05-29,HOG,-1.0,54.93,53.759998,54.02,1.0295490857675897,0.19428571428571428,0.26285714285714284
2015-06-01,HOG,0.0,53.990002,53.380001,53.490002,0.990594077190831,0.5371428571428571,0.32571428571428573
2015-06-02,HOG,0.0,53.68,53.099998,53.389999,0.949534869471748,0.6028571428571429,0.38857142857142857
2015-06-03,HOG,2.0,54.970001,53.200001,54.02,1.0315813825245734,0.4714285714285714,0.7114285714285714
2015-06-04,HOG,0.0,55.060001,54.200001,54.529999,1.0324233442721158,0.5057142857142857,0.3942857142857143
2015-06-05,HOG,-1.0,54.700001,54.009998,54.169998,0.9981813098449039,0.4514285714285714,0.2342857142857143
2015-06-08,HOG,1.0,54.5,53.939999,54.299999,0.9543632788604135,0.6371428571428571,0.5257142857142857
2015-06-09,HOG,0.0,54.380001,53.849998,53.900002,0.9119272509743721,0.52,0.2542857142857143
2015-06-10,HOG,1.0,54.310001,53.639999,54.02,0.8877347258769346,0.7,0.54
2015-06-11,HOG,1.0,54.84,53.549999,54.689999,0.9279613532892416,0.7314285714285714,0.8342857142857143
2015-06-12,HOG,1.0,54.720001,53.939999,54.720001,0.9131654179603178,0.7028571428571428,0.6885714285714286
2015-06-15,HOG,-1.0,54.849998,54.41,54.52,0.8658486761642863,0.4828571428571429,0.37142857142857144
