Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-04-29,IWM,1.0,125.370003,123.25,125.160004,1.5116898429745032,0.7771428571428571,0.8857142857142857
2015-04-30,IWM,0.0,124.900002,123.629997,123.800003,1.5135215586770525,0.5314285714285715,0.3628571428571429
2015-05-01,IWM,-1.0,123.440002,120.660004,121.18,1.6761693028093476,0.06285714285714286,0.44
2015-05-04,IWM,1.0,122.160004,120.910004,121.970001,1.6335523725284127,0.7314285714285714,0.5542857142857143
2015-05-05,IWM,1.0,123.349998,121.800003,122.410004,1.625196635275571,0.5685714285714286,0.5885714285714285
2015-05-06,IWM,-1.0,122.620003,120.279999,120.849998,1.696677371748013,0.16285714285714287,0.4142857142857143
2015-05-07,IWM,1.0,121.489998,120.239998,121.269997,1.6520096345732118,0.8514285714285714,0.7114285714285714
2015-05-08,IWM,1.0,122.230003,120.57,121.730003,1.6528089711158909,0.7514285714285714,0.7714285714285715
2015-05-11,IWM,0.0,123.25,122.400002,122.639999,1.6395277740043022,0.5485714285714286,0.32285714285714284
2015-05-12,IWM,-1.0,123.660004,122.440002,122.709999,1.5975751966038714,0.38285714285714284,0.3485714285714286
2015-05-13,IWM,1.0,122.91999799999999,120.870003,122.489998,1.642817176943484,0.7228571428571429,0.8371428571428572
2015-05-14,IWM,0.0,123.209999,122.0,122.489998,1.5995353592491353,0.5742857142857143,0.3342857142857143
2015-05-15,IWM,1.0,123.860001,122.449997,123.790001,1.5805822233242217,0.8542857142857143,0.8771428571428571
2015-05-18,IWM,0.0,123.720001,122.940002,123.650002,1.5075239009917991,0.7485714285714286,0.4
2015-05-19,IWM,1.0,125.160004,123.16999799999999,125.050003,1.5557721108926201,0.8828571428571429,0.9
2015-05-20,IWM,1.0,125.050003,124.309998,124.879997,1.4741953998033592,0.6742857142857143,0.52
2015-05-21,IWM,0.0,125.459999,124.339996,125.110001,1.438776159823023,0.6285714285714286,0.44857142857142857
2015-05-22,IWM,0.0,125.470001,124.480003,124.970001,1.3938983438407209,0.6514285714285715,0.3514285714285714
2015-05-25,IWM,0.0,125.239998,124.0,124.43,1.3785083094566488,0.5028571428571429,0.37714285714285717
2015-05-27,IWM,-1.0,124.040001,122.519997,123.239998,1.4316577785109843,0.4085714285714286,0.36
2015-05-28,IWM,1.0,124.870003,122.790001,124.75,1.4964922006598853,0.8714285714285714,0.8685714285714285
2015-05-29,IWM,1.0,124.709999,123.769997,124.639999,1.4448432805938964,0.8,0.5571428571428572
2015-06-01,IWM,-1.0,124.730003,123.32,123.889999,1.4413592525345071,0.38857142857142857,0.4742857142857143
2015-06-02,IWM,1.0,124.900002,123.029999,124.279999,1.484223627281056,0.8085714285714286,0.7971428571428572
2015-06-03,IWM,1.0,125.309998,123.480003,124.519997,1.51880076455295,0.5428571428571428,0.6
