Date,symbol,signal,prev_high,prev_low,prev_close,atr,prob_hh,prob_hl
2015-05-04,WFC,1.0,55.580002,54.959999,55.189999,0.6571997513022949,0.8114285714285714,0.6771428571428572
2015-05-05,WFC,1.0,55.77,55.259998,55.73,0.6594793761720658,0.5342857142857143,0.7085714285714285
2015-05-06,WFC,-1.0,56.200001,55.599998,55.720001,0.6805317385548596,0.15142857142857144,0.39714285714285713
2015-05-07,WFC,-1.0,55.224998,54.075001,54.544998,0.6744788646993733,0.4142857142857143,0.4
2015-05-08,WFC,1.0,55.189999,54.610001,54.810001,0.6650310782294363,0.7828571428571428,0.7942857142857143
2015-05-11,WFC,-1.0,56.049999,55.09,56.049999,0.6585282704064928,0.4742857142857143,0.3742857142857143
2015-05-12,WFC,-1.0,55.959999,55.439999,55.509998,0.7196754433658438,0.21428571428571427,0.3657142857142857
2015-05-13,WFC,-1.0,55.639999,55.0,55.470001,0.7057076990292598,0.4714285714285714,0.41714285714285715
2015-05-14,WFC,1.0,55.830002,55.369999,55.599998,0.7591367291263338,0.7771428571428571,0.86
2015-05-15,WFC,-1.0,56.130001,55.720001,56.040001,0.7442230562137004,0.26285714285714284,0.18857142857142858
2015-05-18,WFC,1.0,56.040001,55.299999,55.52,0.7338006505923307,0.74,0.6942857142857143
2015-05-19,WFC,1.0,55.98,55.549999,55.75,0.7064208855330977,0.6085714285714285,0.5428571428571428
2015-05-20,WFC,1.0,56.700001,55.889999,56.400002,0.688779096979788,0.7371428571428571,0.6628571428571428
2015-05-21,WFC,-1.0,56.369999,55.93,56.080002,0.693901387281809,0.1742857142857143,0.24285714285714285
2015-05-22,WFC,0.0,56.18,55.830002,56.009998,0.6705112485536274,0.58,0.4857142857142857
2015-05-25,WFC,1.0,56.23,55.990002,56.0,0.6984602236982648,0.6,0.7628571428571429
2015-05-26,WFC,0.0,,,,0.6756144013284384,0.5342857142857143,0.37142857142857144
2015-05-27,WFC,0.0,56.0,55.459999,55.66,0.6430527611955945,0.6142857142857143,0.4514285714285714
2015-05-28,WFC,-1.0,56.310001,55.709999,56.07,0.602747285076035,0.3942857142857143,0.15142857142857144
2015-06-01,WFC,0.0,56.259998,55.68,55.959999,0.5964726565684312,0.52,0.44857142857142857
2015-06-02,WFC,1.0,56.490002,55.799999,56.040001,0.6018254909115883,0.5257142857142857,0.5657142857142857
2015-06-03,WFC,1.0,56.450001,55.740002,56.18,0.5826429418204292,0.7942857142857143,0.6257142857142857
2015-06-04,WFC,-1.0,57.200001,56.349998,56.91,0.5823784476383866,0.4942857142857143,0.4342857142857143
2015-06-05,WFC,-1.0,56.889999,55.93,56.139999,0.5931409028745478,0.36,0.35714285714285715
2015-06-08,WFC,2.0,57.220001,56.400002,56.610001,0.6048267125870933,0.46285714285714286,0.5857142857142857
2015-06-09,WFC,1.0,56.939999,56.119999,56.119999,0.646344141328384,0.5628571428571428,0.7257142857142858
2015-06-10,WFC,-1.0,56.93,56.0,56.700001,0.6797097271955452,0.18571428571428572,0.2714285714285714
2015-06-11,WFC,-1.0,57.57,56.91,57.209999,0.7197389544759908,0.3742857142857143,0.35428571428571426
2015-06-12,WFC,-1.0,57.57,57.07,57.259998,0.7297650590283917,0.28285714285714286,0.21428571428571427
2015-06-15,WFC,1.0,57.290001,56.740002,57.09,0.7497885531255525,0.5685714285714286,0.6457142857142857
2015-06-16,WFC,1.0,57.07,56.48,56.98,0.7618095978129972,0.5885714285714285,0.5485714285714286
2015-06-17,WFC,-1.0,57.240002,56.73,57.220001,0.7356286380316974,0.36857142857142855,0.4
2015-06-18,WFC,1.0,57.549999,57.099998,57.169998,0.7170656742285276,0.7085714285714285,0.5628571428571428
2015-06-19,WFC,1.0,57.84,57.189999,57.700001,0.7063591068056756,0.8057142857142857,0.7114285714285714
2015-06-22,WFC,1.0,57.57,57.049999,57.049999,0.686723396125108,0.7657142857142857,0.7685714285714286
2015-06-23,WFC,0.0,58.040001,57.529999,57.91,0.6630511565125973,0.5314285714285715,0.44571428571428573
2015-06-24,WFC,1.0,58.259998,57.759998,57.889999,0.6637462408613379,0.7628571428571429,0.7571428571428571
2015-06-25,WFC,-1.0,58.150002,57.540001,57.540001,0.6623718167752042,0.24285714285714285,0.15428571428571428
2015-06-26,WFC,1.0,57.790001,57.130001,57.169998,0.6951348350976835,0.6685714285714286,0.5828571428571429
2015-06-29,WFC,-1.0,57.580002,57.290001,57.439999,0.6756213515879151,0.3914285714285714,0.4057142857142857
2015-06-30,WFC,-1.0,57.189999,56.009998,56.060001,0.669059316429124,0.24571428571428572,0.1657142857142857
2015-07-01,WFC,-1.0,56.880001,55.990002,56.240002,0.6681533847862112,0.24,0.3
2015-07-02,WFC,0.0,57.200001,56.610001,56.91,0.6423384463075902,0.6428571428571429,0.42
2015-07-03,WFC,-1.0,57.139999,56.52,56.740002,0.7211047016768309,0.12,0.35428571428571426
2015-07-06,WFC,-1.0,,,,0.7379941315091482,0.48857142857142855,0.4257142857142857
2015-07-07,WFC,-1.0,56.529999,56.009998,56.439999,0.7601946183582337,0.4542857142857143,0.37714285714285717
2015-07-08,WFC,1.0,56.470001,55.080002,56.25,0.7461750565224102,0.5028571428571429,0.5085714285714286
2015-07-10,WFC,1.0,56.150002,55.439999,55.5,0.7445579508701685,0.76,0.68
2015-07-13,WFC,1.0,56.459999,55.860001,56.080002,0.809102055783152,0.5485714285714286,0.7371428571428571
2015-07-14,WFC,-1.0,56.759998,56.419998,56.740002,0.8321919502048363,0.32571428571428573,0.2342857142857143
2015-07-15,WFC,-1.0,57.369999,56.389999,57.25,0.8389729551843527,0.30857142857142855,0.28285714285714286
2015-07-16,WFC,0.0,58.16,57.259998,57.779999,0.8510755596659176,0.5285714285714286,0.4342857142857143
2015-07-17,WFC,0.0,58.349998,57.98,58.169998,0.8339676036993261,0.7285714285714285,0.48857142857142855
2015-07-20,WFC,1.0,58.049999,57.490002,57.939999,0.8485708433293933,0.6,0.8314285714285714
2015-07-21,WFC,1.0,58.290001,57.880001,58.049999,0.8547137589964535,0.5285714285714286,0.6142857142857143
2015-07-22,WFC,0.0,58.369999,57.75,57.950001,0.8262422830968085,0.5542857142857143,0.41714285714285715
2015-07-23,WFC,1.0,58.59,57.990002,58.52,0.811617654787128,0.5257142857142857,0.5142857142857142
2015-07-24,WFC,0.0,58.77,58.07,58.209999,0.7714558893084148,0.5714285714285714,0.45714285714285713
2015-07-27,WFC,-1.0,58.34,57.700001,57.779999,0.7563102003775733,0.28285714285714286,0.44285714285714284
2015-07-28,WFC,1.0,57.84,57.34,57.59,0.7446790803398163,0.84,0.8685714285714285
2015-07-29,WFC,-1.0,57.84,57.16,57.400002,0.740211172305835,0.19142857142857142,0.26857142857142857
2015-07-30,WFC,-1.0,58.130001,57.419998,57.959999,0.7301899550752518,0.2542857142857143,0.2542857142857143
2015-07-31,WFC,0.0,58.189999,57.720001,58.150002,0.7071709595677266,0.5457142857142857,0.49142857142857144
2015-08-03,WFC,-1.0,58.25,57.790001,57.869999,0.7044538636109545,0.3914285714285714,0.44571428571428573
2015-08-04,WFC,1.0,58.07,57.5,57.91,0.707008377249859,0.7171428571428572,0.7942857142857143
2015-08-05,WFC,1.0,58.16,57.709999,57.82,0.6833073395248728,0.8257142857142857,0.76
2015-08-06,WFC,-1.0,57.645,57.105,57.275002,0.6609765055723859,0.4257142857142857,0.4542857142857143
2015-08-07,WFC,1.0,57.950001,57.41,57.529999,0.6518788550151473,0.7428571428571429,0.6571428571428571
2015-08-10,WFC,-1.0,57.860001,57.040001,57.470001,0.631691069513632,0.46,0.47714285714285715
2015-08-11,WFC,0.0,57.98,57.68,57.939999,0.6225219625622694,0.5457142857142857,0.4342857142857143
2015-08-12,WFC,-1.0,57.549999,56.98,57.209999,0.6142698663060429,0.32857142857142857,0.3171428571428571
2015-08-13,WFC,2.0,56.950001,56.200001,56.720001,0.6348428796754386,0.4942857142857143,0.6857142857142857
2015-08-14,WFC,1.0,57.130001,56.630001,56.889999,0.6223584917078941,0.7685714285714286,0.5285714285714286
2015-08-17,WFC,0.0,57.369999,56.82,57.330002,0.6561225425371051,0.5028571428571429,0.4685714285714286
2015-08-18,WFC,-1.0,57.5,56.93,57.349998,0.6915100882833949,0.48,0.3657142857142857
2015-08-19,WFC,0.0,57.720001,57.27,57.540001,0.6723590794550554,0.5514285714285714,0.32285714285714284
2015-08-20,WFC,1.0,57.549999,56.950001,57.060001,0.6601230715095497,0.7257142857142858,0.6742857142857143
